Kategori_Cyberbullying,Text_Preprocessed,Text_Tweet
Body Shaming & Kondisi Fisik,gampang bilang lupain ga ga inget mimpi waktu cacat waktu ngga jalan lg yg pikirin nemenin hidup,"dan kamu segampang itu bilang aku bisa lupain kamu? aku bisa ga sama kamu? apa kamu ga inget, bahkan di mimpiku waktu kamu cacat waktu kamu ngga bisa jalan lg, hal yg aku pikirin adalah aku mau nemenin kamu. mau hidup sama kamu"
Body Shaming & Kondisi Fisik,contoh makhluk cacat otak,Nah ini keluar contoh makhluk cacat otaknya.
Body Shaming & Kondisi Fisik,ide dar ide ratus juta hilang nanggung sakit doang iya kalo mati kalo tinggal lumpuh cacat nyusahin keluarga,"Ide hanya sekedar ide tapi ratusan juta hilang buat nanggung penyakit dia doang 

IYA Kalo langsung mati 
Kalo tinggal lumpuh cacat Nyusahin keluarga"
Body Shaming & Kondisi Fisik,kl cacat liat scr kasat yg jdi silent killer bawa carrier scr fenotip nampak normal nmn genotipnya potensi error yg sifat dorman aktif senyawa dgn gamet carrier yg,"Kl cacat kan keliatan scr kasat mata ya, yg jdi silent killer itu  pembawa atau carrier, scr fenotip nampak normal, nmn genotipnya banyak potensi error yg sifatnya dorman & baru aktif saat bersenyawa dgn gamet carrier yg lain..."
Body Shaming & Kondisi Fisik,gapapa emang laki cacat beneran,; Ya gapapa... kan emang laki satu ini cacat beneran...
Body Shaming & Kondisi Fisik,iyaa bahaya banget fenomena kayak gin turun cacat,"Iyaa bahaya banget fenomena kayak gini, keturunannya pada cacat "
Body Shaming & Kondisi Fisik,cacat lensa sih sobek tipis kotor nempel pas proses produksi mending complain toko ganti,"kemungkinan ada cacat di lensanya sih, bisa sobek tipis atau ada kotoran yang nempel pas proses produksi, mending langsung complain ke tokonya dan minta ganti."
Body Shaming & Kondisi Fisik,klausul janji fintech pinjam cacat hukum,Klausul perjanjian antara fintech dengan peminjam cacat hukum dong?
Body Shaming & Kondisi Fisik,bantal barak saksi bisu air kim hanbin,Bantal barak menjadi saksi bisu air mata kim hanbin
Body Shaming & Kondisi Fisik,yg pas yh ka musol me saksi bisu keuwuan,yg pas itu yh ka musol  me saksi bisu keuwuan 
Body Shaming & Kondisi Fisik,pimpin buruk lahir pilih bodoh rakyat indonesia yg yg rata iq bisu buta centang biru yg all out kmrn pura bego,pemimpin yang buruk terlahir dari pemilih yang bodoh... siapa... ? ya rakyat Indonesia sendiri yg 58% itu... yg rata2 iq  nya 78.4... sekarang pada bisu dan buta... centang biru yg all out 02 kmrn pura2 jadi bego sekarang..
Body Shaming & Kondisi Fisik,mun dogara ga allah ba kai ba oga ba abinda zaka bamu da abinda allah bai bamu ba kuma kai baka isa hamu abinda allah bamu ba kuma akwai dubun ka space dinnan ko bamu bika ba zamu bisu chairman,"Mun dogara ga Allah ba Kai ba oga.

Ba abinda zaka bamu  sama da abinda allah bai bamu ba.

Kuma Kai baka isa hamu abinda allah y bamu ba.

Kuma akwai dubun ka a space dinnan.

Ko bamu bika ba zamu bisu chairman."
Body Shaming & Kondisi Fisik,ambang pintu mandek napas ratap bilik ruang istirahat dunia henti putar sosok satrio diri malang ambang lawang saksi bisu murka kamila,"?
 
Saat tiba di ambang pintu, mandek sudah napasnya meratapi bilik yang tidak lagi terlihat seperti ruang istirahat. Dan yang lebih membuat dunianya berhenti berputar adalah sosok Satrio yang berdiri malang di ambang lawang, saksi bisu yang dimurkai Kamila.
 ?
 "
Body Shaming & Kondisi Fisik,boneka tali gerak tangantangan hitam kasatmata sambar vas bunga meja tulisbenda bertahuntahun saksi bisu sepi pecah,"?
 ?
Seperti boneka tali yang digerakkan oleh tangan-tangan hitam tak kasatmata, ia menyambar vas bunga di meja tulisbenda yang selama bertahun-tahun hanya menjadi saksi bisu kesepiannya.

????????????????.?.?

Pecah.
 ?
 ?"
Body Shaming & Kondisi Fisik,cari alas yg mudah cair ceplos contoh fake news istiqomah bisu video tiktok tari dgn caption rajuk,"AGAKNYA sedang mencari ALASAN yg mudah mencairkan para ceplos, contoh ""Fake News"" atau "" istiqomah BISU sambil buat video tiktok menari depan?"" dgn caption ""merajuk?"""
Body Shaming & Kondisi Fisik,ngapain kak kalo stay saksi bisu,mau ngapain kak kalo stay lebih lama? jadi saksi bisu? 
Body Shaming & Kondisi Fisik,muat deret hurufkerangka kalimat coba jembatan bisu sandang kamila tulis cakar ayam makna guna tinta kertas jiwa putus kontrak realitas,"?
 ?
Memuat deretan hurufkerangka dari kalimat yang mencoba menjembatani bisu yang ia sandang. Namun, bagi Kamila, tulisan itu hanyalah cakar ayam tak bermakna. Apa gunanya tinta di atas kertas bagi jiwa yang sudah memutus kontrak dengan realitas?
 ?
 ?"
Body Shaming & Kondisi Fisik,kucing jugaa jarang bgt ngeong smpe org rumah ngira bisu tau ngeong rumah diem aja ngeliatin mangkok kosong ngeliatin rumah makan,Mirip kucingku jugaa jarang bgt ngeong smpe org rumah ngira dia bisu. Taunya bisa ngeong. Soalnya setiap masuk rumah selalu diem aja ngeliatin mangkok kosongnya atau ngeliatin orang rumah makan
Body Shaming & Kondisi Fisik,rakyat sdh prof ambil alih sistem hukum kepolisiankejaksaandan kpk tinggal nunggu komando rakyat geram dpr yg budeqbisudan tuli kondisi skrng rakyat diamkejahatan aparat negara rajalela,"RAKYAT SDH SIAP PROF....
MENGAMBIL ALIH SISTEM HUKUM DI KEPOLISIAN,KEJAKSAAN,DAN KPK....
TINGGAL NUNGGU KOMANDO SAJA ....
RAKYAT DI BAWAH SUDAH GERAM TERHADAP DPR YG BUDEQ,BISU,DAN TULI DENGAN KONDISI SKRNG INI...
RAKYAT DIAM,KEJAHATAN APARAT NEGARA MERAJALELA.
#IKINEGOROOPO"
Body Shaming & Kondisi Fisik,nanananana bisu kak,nanananana bisu kak
Body Shaming & Kondisi Fisik,satorunya pergi suguru tinggal busuk ruang hampa nama kenang saksi bisu semesta izin milik,"Satoru-nya akan pergi, dan Suguru akan ditinggalkan lagi. Membusuk sendirian dalam ruang hampa bernama kenangan. Menjadi saksi bisu bahwa semesta tidak akan pernah mengizinkan mereka untuk saling memiliki lagi."
Body Shaming & Kondisi Fisik,bisu,Dia bisu
Body Shaming & Kondisi Fisik,pecel lele saksi bisu air turun malam,pecel lele jadi saksi bisu air mata turun tadi malam
Body Shaming & Kondisi Fisik,budek belah assooyy,Budek sebelah assooyy
Body Shaming & Kondisi Fisik,ga sih wk speak up gue ga keras member sia gara agens budek oon,"bisa ga sih wk1 speak up, gue ga mau kerja keras member jadi sia2 gara2 agensinya budek dan oon"
Body Shaming & Kondisi Fisik,agustus kemarin sakit gitu pelipiskiri lepuh bengkak telinga aga budek udah sembuh bekas gimana ngilanginnya keren kaya zuko,Bulan Agustus kemarin sakit gitu juga  pelipiskiri melepuh mata bengkak telinga juga aga budek sekarang udah sembuh tapi masih ada bekasnya. gimana cara ngilanginnya?? Tapi keren juga kaya zuko
Body Shaming & Kondisi Fisik,kritik keras kencang ini gak dengar emang kelyan pemerintot tuli budek,Kritikan  sekeras dan sekencang inipun gak di dengar emang kelyan semua pemerintot tuli budek
Body Shaming & Kondisi Fisik,emang masjid toa toa keras gitu umat budek,Emang masjid  toa toa keras gitu apa umatnya budek semua ya 
Body Shaming & Kondisi Fisik,toa toa masjid lu aja brisik kayak budek aja umat lu bego udah sholat aja pake toa peler,Toa toa masjid lu aja brisik kayak budek aja umat lu bego udah sholat 1000 kali masih aja pake toa peler
Body Shaming & Kondisi Fisik,wowo serang budek permanen,Wowo kena serangan budek permanen
Body Shaming & Kondisi Fisik,gajah aja nggak kuping kuasa rezim budek anti kritik sak karepe,"Gajahnya aja nggak punya kuping, kalau berkuasa pasti rezimnya budek anti kritik n sak karepe !"
Body Shaming & Kondisi Fisik,gak goreng nasi pamali tar kuping budek,"Gak boleh sering2 goreng nasi, pamali tar kupingnya budek"
Body Shaming & Kondisi Fisik,mempan kau sindirjonb lu maki aja budek awokawokawok,G mempan kau sindir...jonb Lu maki aja dia budek awokawokawok
Body Shaming & Kondisi Fisik,gue flu pilek budek anying,gue setiap flu terutama pilek selalu budek anying
Body Shaming & Kondisi Fisik,pimpin budek,Kita sekarang punya pemimpin budek
Body Shaming & Kondisi Fisik,colek aja gw budek,"Colek aja, gw agak budek soalnya. "
Body Shaming & Kondisi Fisik,kak bener bgt kalo temenku knp ngajiberdoa keras bgt suara allah gak budek nenek,"KAK BENER BGT  kalo kata temenku, knp ngaji/berdoa harus keras bgt suaranya, Allah gak budek.  kata nenekku "
Body Shaming & Kondisi Fisik,ga masup jin budek lu mah,"Ga masup, jin nya budek lu mah"
Body Shaming & Kondisi Fisik,budek banget ga tolong pls tutor biar ga budek kak,"BUDEK BANGET GA KETOLONG PLS, tutor biar ga budek kak "
Body Shaming & Kondisi Fisik,benci budek gk denger prestasi perintah,Para pembenci budek gk mau denger prestasi pemerintah 
Body Shaming & Kondisi Fisik,hey termul kappir kurap goblok lu zionis pesek ngga ngeles deh jink elu ngga ngerti geopolitical iran,"Hey termul kappir kurap goblok, lu zionis pesek ngga usah ngeles deh jink, elu kan ngga ngerti geopolitical Iran"
Body Shaming & Kondisi Fisik,hihihi si kurap istri gak nyambut tamu adegan wan kurap aja yah,Hihihi si kurap istrinya gak ikut nyambut tamu atau ini adegan khusus wan kurap aja yah....???
Body Shaming & Kondisi Fisik,furab furap kurap kwkwkwk ngakak bet woi,"Furab furap kurap kwkwkwk ngakak bet woi 
@yourbae"
Body Shaming & Kondisi Fisik,kurap wkwkw,Nah kan betul harusnya kurap wkwkw
Body Shaming & Kondisi Fisik,furab kurap,"Furab
Kurap"
Body Shaming & Kondisi Fisik,pasu kurap ni berani senjata gilir serang iran kayak ayam sayur dasar pasu kurap,"Pasukan  kurap ni hanya berani dengan yang tak bersenjata, giliran diserang Iran kayak ayam sayur, dasar pasukan  kurap"
Body Shaming & Kondisi Fisik,hajui kurap kama ni lazima arap basi awaruhusu machalii kama mex songa na wengineo anaofanya nao wamuandikie hata sugu ni yaleyale michano level ndogo,"Hajui KURAP.
Kama ni Lazima arap basi awaruhusu machalii kama Mex, Songa, na wengineo anaofanya nao, wamuandikie. Hata Sugu ni yaleyale. Michano level ndogo."
Body Shaming & Kondisi Fisik,aowkwowk mang kurap bah,Aowkwowk mang mirip kurap bah
Body Shaming & Kondisi Fisik,fufufafa anak kurap,fufufafa anak kurap
Body Shaming & Kondisi Fisik,malem kurap,agak malem jadi kurap
Body Shaming & Kondisi Fisik,unazungumzia uwezo wa kufanya nini kama ni uwezo na technical skills za kurap hakuna mkongwe yeyote anayemfikia prof jay ni goat wa rap yenye substance message centered rap lakini hana uwezo wa kurap ako nao nikki mbishi wala mex rap imeevolve,"Unazungumzia uwezo wa kufanya nini?
Kama ni uwezo na technical skills za kurap, hakuna mkongwe yeyote anayemfikia.
Prof Jay ni GOAT wa rap yenye substance. Message centered rap, lakini hana uwezo wa kurap ako nao Nikki Mbishi wala Mex.
Rap ime-evolve."
Body Shaming & Kondisi Fisik,ka pagi anak ngomong akubu tau furab ga bersih bersih tau wiihh keren jawab iya gatau kurap temennya panubikin gatal gatal kulit anak ngakak jadi furab ibuuu kurap,"ka pagi2 anakku ngomong sama aku,bu ibu tau furab ga ? aku sambil bersih bersih jawab ""TAULAH"", dia kata lagi wiihh keren juga ibu, kujawab lagi iyalah siapa yang gatau KURAP, temennya PANU,bikin gatal gatal kulit, langsung anakku ngakak sejadi jadinya Furab ibuuu bukan kurap"
Body Shaming & Kondisi Fisik,indonesia bodoh iq super jongkok bukti si kurap sukses rusak mental pelihara ekonomi indonesia hancur jurang uang receh moral gadai tahan hidup sedih,"Indonesia bodoh dengan IQ Super jongkok, bukti si kurap sukses merusak mental dan memelihara ekonomi indonesia hancur sampai jurang paling dalam sehingga demi sedikit uang RECEH , moral di gadaikan asal bisa bertahan hidup.. sedih..."
Body Shaming & Kondisi Fisik,tl furab kurap ni bajengan anjir ngakak,tl furab kurap ni bajengan juga anjir ngakak 
Body Shaming & Kondisi Fisik,pilih ekonomi stabil jaman beyebensin premium adapas jaman raja kurap premium hilang ekonomi stabilgelembang phk banyakdan parah ama jaman bowo ga arah politik,"Pada 4 pilihan tersebut terasa ekonomi stabil jaman nya pak beye,bensin premium masih ada,pas jaman raja kurap premium di hilangkan, ekonomi tidak stabil,gelembang phk banyak,dan di perparah lagi ama jaman bowo yang ga jelas arah politik nya"
Degradasi Moral & Pelecehan Seksual,lo jablay,Bapak lo yang jablay
Degradasi Moral & Pelecehan Seksual,buset gue jablay,buset dikira gue jablay
Degradasi Moral & Pelecehan Seksual,born to be jablay kayak,Born to be jablay kayaknya
Degradasi Moral & Pelecehan Seksual,apasih jablay murah,Apasih jablay murahan ini
Degradasi Moral & Pelecehan Seksual,banding buruk keburu ga lu jablay,membandingkan yang buruk dengan keburukan lainnya ga membuat lu lebih baik jablay
Degradasi Moral & Pelecehan Seksual,city aja tolak rice milih join arsenal juara city kaya lepas perawan jablay wkwk,"city aja ditolak sama rice, dia lebih milih join arsenal juara di city kaya lepas perawan sama jablay wkwk"
Degradasi Moral & Pelecehan Seksual,,#NAME?
Degradasi Moral & Pelecehan Seksual,nolak patriark berharep dibayarin monyet aja ga goblok mikirnya ngandelin muka doang mah jablay cantik lo bener gada yg jual daging,"Nolak patriarki tapi masih berharep dibayarin, monyet aja ga segoblok ini mikirnya 

Lagian ngandelin muka doang mah jablay juga jauh lebih cantik dari lo pada, bener2 gada yg bisa dijual selain daging "
Degradasi Moral & Pelecehan Seksual,kalo sunda bahasa jablay jalu na,Kalo di Sunda Ada bahasanya : jablay jalu na
Degradasi Moral & Pelecehan Seksual,indonesia baju buka aja bilang jablay anyinggg heran gw mah pipikirannya ngikutin style negeri diroasting kaya indonesia style cocok style gembellll,"lagian juga di Indonesia baju terbuka sedikit aja dibilang jablay anyinggg heran gw mah sama pipikirannya , ngikutin style luar negeri malah diroasting, kayanya di Indonesia style yang cocok style jadi gembellll"
Degradasi Moral & Pelecehan Seksual,oakwoakwoakwoakwokaowkaow ril jablay,Oakwoakwoakwoakwokaowkaow ril jablay
Degradasi Moral & Pelecehan Seksual,cewek nakal jablay mode on body goals outfit minim suka clubbing cerita mantan gampang goda bales chat mesum balas mesum,"7. Cewek Nakal / Jablay Mode On

Body goals, outfit minim, suka clubbing, cerita mantan banyak. Gampang digoda, bales chat mesum langsung balas lebih mesum."
Degradasi Moral & Pelecehan Seksual,mending lu yg dapet cewe murah emak lu,Mending bapak lu yg dapet cewe murahan yaitu emak lu
Degradasi Moral & Pelecehan Seksual,jelekvibes kayak jersey murah,Jelek..vibes nya kayak jersey murahan
Degradasi Moral & Pelecehan Seksual,cowok cewek zina mrk kaum dg otak cabul batas selangkang murah hina dina,"Mau cowok mau cewek, jika mereka pezina ya artinya mrk cuma kaum dg otak cabul, sebatas selangkangan, murahan dan hina dina."
Degradasi Moral & Pelecehan Seksual,sunscreen murah nggak murah asfa cover you rp dapet ml full isi banget cocok kantong ajar tekstur waterbased super ringan nyerep gak lengket outdoor panas hari dingin nyaman,"Sunscreen murah tapi nggak murahan! Asfa Cover You cuma Rp25.500 dapet 60 ML full, isi banyak banget & cocok buat kantong pelajar   
Teksturnya water-based super ringan, langsung nyerep, gak lengket sama sekali meski outdoor panas seharian. Rasanya dingin & nyaman!"
Degradasi Moral & Pelecehan Seksual,asa tuh ngebahas laku kaum zina inti mah zina kaum tolol otak cabul murah hina dina,"Perasaan ini tuh sebetulnya awalnya lebih ke ngebahas kelakuan kaum pezina. Intinya mah pezina itu adalah kaum tolol, berotak cabul, murahan dan hina dina."
Degradasi Moral & Pelecehan Seksual,anjing hasbara bikin iklan murah iran ga konohachina rusia korut kirim,Anjing hasbara bikin iklan murahan ...Iran ga perlu minta ke Konoha...China Rusia Korut sudah kirim lebih lebih
Degradasi Moral & Pelecehan Seksual,hehe counter narasi murah kritik wapres libur salah wapres manusia libur konteks moral salah bener level salah bener level preman lo ga sadar lo ngerendahin wapres jd level preman,"Hehe, counter narasi murahan: kalau kritik wapres liburan itu salah, ya karena wapres manusia harus liburan.
PADAHAL konteksnya MORAL. Bukan salah atau bener. Kalau level salah atau bener itu levelnya preman. Lo ga sadar, lo sendiri ngerendahin wapres jd selevel preman."
Degradasi Moral & Pelecehan Seksual,sedia jahil post nak raih like engagement murah,Memang sedia ada jahil. Post hanya sekadar nak raih like dan engagement murahan
Degradasi Moral & Pelecehan Seksual,ngukur si cowo ga murah,Terus bagaimana caranya ngukur kalau si cowo ga murahan juga?
Degradasi Moral & Pelecehan Seksual,fitnah murah termul zionis pesek pandai susun kata,"Walaupun fitnahnya murahan, tapi termul zionis pesek ternyata pandai juga susun kata²"
Degradasi Moral & Pelecehan Seksual,betull bayangin sbagai cewek ngejaga bgt perawan tpi cowok murah bgt cap celup sanasini ga jaga perjaka iyuhh,Betull!!! Bayangin kita sbagai cewek ngejaga bgt keperawanan kita. Tpi cowok malah murahan bgt celap celup sana-sini ga jaga keperjakaan mereka iyuhh
Degradasi Moral & Pelecehan Seksual,propaganda murah hilang skal sehat,Ini cuma propaganda murahan yang sudah kehilangan skal sehat
Degradasi Moral & Pelecehan Seksual,kemaren nyoba burgerax kemiri surprisingly bangettt sosis pake sosis murah tekstur daging lho pattynya bangettt porsi kentang ga sesuai foto ak beli shopifut,"kemaren nyoba burgerax yang di kemiri. surprisingly enak bangettt  sosisnya bukan pake sosis yang murahan itu, masih ada tekstur dagingnya lho. pattynya juga enak bangettt. cuma porsi kentangnya ga sesuai sama yang di foto (ak beli di shopifut)"
Degradasi Moral & Pelecehan Seksual,bro cowo mah kadang perjaka murah gampang bgt manipulasi ditawarin gausah bayar harga laki tuh murah kl cewe mending malu cinta bayar cowo tu banyak ngga gratis aj gada yg,"Bro, cowo mah kadang masih perjaka juga murahan, gampang bgt dimanipulasi dengan 'ditawarin', gausah dibayar pun mau karena harga diri laki2 tuh semurah itu  kl cewe masih mending ada malu baru mau kalau cinta atau dibayar, kalau cowo tu banyakan ngga. Gratis aj gada yg mau"
Degradasi Moral & Pelecehan Seksual,yg jaga gak murah,Yg jelas bisa jaga diri gak murahan
Degradasi Moral & Pelecehan Seksual,jokesnya murah pdhl gaada lucu nya sm org problematik tenar gara mati aja dihype gin gak ngerti deh sm selera org indo nih,"jokesnya murahan, pdhl gaada lucu²nya sm sekali, org problematik dan tenar gara² kematian aja dihype segininya, gak ngerti lagi deh sm selera² org indo nih"
Degradasi Moral & Pelecehan Seksual,propaganda murah,Propaganda murahan
Degradasi Moral & Pelecehan Seksual,gin ga temen ken nonton gatau lumayan lgi nunggu senin aja yg murah lumayan buy get,"Gini amat ga punya temen
Pengen nonton tapi, gatau sama siapa. Mana lumayan jauh lgi.. nunggu senin aja lah yg murahan  , padahal lumayan buy 1 get 1 hari ini"
